Function,sup1,sup2,sup3,sup4,sup5,salary,gender,disabled,race,yearsInPosition,yearsInProfession,age,cred1,cred2,highestDegree,inst1,inst2,inst3,inst4,inst5,instBudget,City,State,Zip,country,Category,instSize,instType
position4,0,0,0,15,0,40000,Woman,FALSE,Caucasian,0,6,25,FALSE,FALSE,Master's Degree,11,0,0,154,0,1300000,Washington,DC,20016-8005,United States,one,12904,Private Institution
position6,0,0,0,4,2,40000,Woman,FALSE,Caucasian,0,2,NA,FALSE,FALSE,Master's Degree,11,0,0,154,0,1300000,Washington,DC,20016-8005,United States,one,12904,Private Institution
position7,0,0,0,9,0,39000,Woman,FALSE,Caucasian,1,2,27,FALSE,FALSE,Master's Degree,11,0,0,154,0,1300000,Washington,DC,20016-8005,United States,one,12904,Private Institution
position15,0,0,0,15,0,26000,Woman,FALSE,Caucasian,1,0,30,FALSE,FALSE,Bachelor's Degree,11,0,0,154,0,1300000,Washington,DC,20016-8005,United States,one,12904,Private Institution
position15,0,0,0,30,0,26000,Woman,FALSE,Caucasian,0,0,24,FALSE,FALSE,Bachelor's Degree,11,0,0,154,0,1300000,Washington,DC,20016-8005,United States,one,12904,Private Institution
position15,0,0,0,15,0,26000,Woman,FALSE,Caucasian,0,0,27,FALSE,FALSE,Bachelor's Degree,11,0,0,154,0,1300000,Washington,DC,20016-8005,United States,one,12904,Private Institution
position27,0,0,3,35,0,47400,Woman,FALSE,Caucasian,3,8,38,FALSE,FALSE,Master's Degree,12,13,4,730,2,3496671,Boone,NC,28608,United States,one,17589,Public Institution
position20,0,0,0,45,0,43050,Man,FALSE,Caucasian,3,5,33,FALSE,FALSE,Master's Degree,12,13,4,730,2,3496671,Boone,NC,28608,United States,one,17589,Public Institution
position21,0,0,0,60,0,36420,Woman,FALSE,Caucasian,4,4,54,FALSE,FALSE,Bachelor's Degree,12,13,4,730,2,3496671,Boone,NC,28608,United States,one,17589,Public Institution
position6,0,0,0,85,0,41500,Woman,FALSE,Caucasian,1,4,29,FALSE,FALSE,Master's Degree,12,13,4,730,2,3496671,Boone,NC,28608,United States,one,17589,Public Institution
position9,0,0,0,90,0,36050,Woman,FALSE,Caucasian,1,2,24,FALSE,FALSE,Bachelor's Degree,12,13,4,730,2,3496671,Boone,NC,28608,United States,one,17589,Public Institution
position4,0,1,0,50,0,55375,Woman,FALSE,Caucasian,6,12,58,FALSE,FALSE,Master's Degree,12,13,4,730,2,3496671,Boone,NC,28608,United States,one,17589,Public Institution
position20,0,0,0,30,0,57260,Man,FALSE,Caucasian,12,18,46,FALSE,FALSE,Master's Degree,12,13,4,730,2,3496671,Boone,NC,28608,United States,one,17589,Public Institution
position11,3,0,0,100,2,47400,Woman,FALSE,Caucasian,4,8,38,FALSE,FALSE,Master's Degree,12,13,4,730,2,3496671,Boone,NC,28608,United States,one,17589,Public Institution
position15,0,2,0,25,0,41480,Man,FALSE,Caucasian,5,5,36,FALSE,FALSE,Bachelor's Degree,12,13,4,730,2,3496671,Boone,NC,28608,United States,one,17589,Public Institution
position21,1,1,1,100,0,44075,Woman,FALSE,Caucasian,4,8,30,FALSE,FALSE,Master's Degree,12,13,4,730,2,3496671,Boone,NC,28608,United States,one,17589,Public Institution
position3,0,13,0,70,0,61650,Man,FALSE,Caucasian,17,20,47,TRUE,FALSE,Master's Degree,12,13,4,730,2,3496671,Boone,NC,28608,United States,one,17589,Public Institution
position1,11,13,4,730,2,99160,Man,FALSE,Caucasian,19,26,54,FALSE,FALSE,Master's Degree,12,13,4,730,2,3496671,Boone,NC,28608,United States,one,17589,Public Institution
position1,5,1,0,0,0,100972,Woman,FALSE,Caucasian,9,29,55,TRUE,FALSE,Master's Degree,14,4,2,330,0,5441455,Tempe,AZ,85287-1412,United States,one,73378,Public Institution
position15,2,0,0,1,0,75922,Man,FALSE,Caucasian,15,24,46,TRUE,FALSE,Master's Degree,14,4,2,330,0,5441455,Tempe,AZ,85287-1412,United States,one,73378,Public Institution
position4,1,1,1,40,0,53170,Man,FALSE,Caucasian,14,14,42,FALSE,FALSE,Master's Degree,14,4,2,330,0,5441455,Tempe,AZ,85287-1412,United States,one,73378,Public Institution
position11,1,0,1,40,0,53097,Woman,FALSE,Caucasian,13,15,38,FALSE,FALSE,Master's Degree,14,4,2,330,0,5441455,Tempe,AZ,85287-1412,United States,one,73378,Public Institution
position6,2,0,0,0,0,54000,Woman,FALSE,Caucasian,1,8,30,FALSE,FALSE,Master's Degree,14,4,2,330,0,5441455,Tempe,AZ,85287-1412,United States,one,73378,Public Institution
position10,3,0,0,1,0,50212,Woman,FALSE,Caucasian,2,2,33,FALSE,FALSE,Bachelor's Degree,14,4,2,330,0,5441455,Tempe,AZ,85287-1412,United States,one,73378,Public Institution
position26,1,0,0,10,0,45000,Woman,FALSE,Caucasian,1,2,32,FALSE,FALSE,Master's Degree,14,4,2,330,0,5441455,Tempe,AZ,85287-1412,United States,one,73378,Public Institution
position9,1,0,0,70,0,41808,Man,FALSE,Caucasian,5,5,28,FALSE,FALSE,Bachelor's Degree,14,4,2,330,0,5441455,Tempe,AZ,85287-1412,United States,one,73378,Public Institution
position6,0,0,0,35,0,33000,Woman,FALSE,Caucasian,1,1,26,FALSE,FALSE,Master's Degree,14,4,2,330,0,5441455,Tempe,AZ,85287-1412,United States,one,73378,Public Institution
position15,0,0,0,40,0,33659,Man,FALSE,African American,1,1,29,FALSE,FALSE,Master's Degree,14,4,2,330,0,5441455,Tempe,AZ,85287-1412,United States,one,73378,Public Institution
position15,0,0,0,80,0,33824,Man,FALSE,Caucasian,2,2,28,FALSE,FALSE,Master's Degree,14,4,2,330,0,5441455,Tempe,AZ,85287-1412,United States,one,73378,Public Institution
position9,0,0,0,0,0,33000,Man,FALSE,Caucasian,1,1,26,FALSE,FALSE,Master's Degree,14,4,2,330,0,5441455,Tempe,AZ,85287-1412,United States,one,73378,Public Institution
position7,0,0,0,45,0,33000,Woman,FALSE,Caucasian,1,1,25,FALSE,FALSE,Master's Degree,14,4,2,330,0,5441455,Tempe,AZ,85287-1412,United States,one,73378,Public Institution
position10,0,0,0,0,0,31990,Woman,FALSE,Caucasian,1,1,27,FALSE,FALSE,Bachelor's Degree,14,4,2,330,0,5441455,Tempe,AZ,85287-1412,United States,one,73378,Public Institution
position10,0,0,0,0,0,34500,Woman,FALSE,Caucasian,1,1,28,FALSE,FALSE,No College Degree,14,4,2,330,0,5441455,Tempe,AZ,85287-1412,United States,one,73378,Public Institution
position10,0,0,0,0,0,37797,Woman,FALSE,Caucasian,11,11,66,FALSE,FALSE,No College Degree,14,4,2,330,0,5441455,Tempe,AZ,85287-1412,United States,one,73378,Public Institution
position5,0,0,0,0,0,41215,Woman,FALSE,Caucasian,2,2,36,FALSE,FALSE,Bachelor's Degree,14,4,2,330,0,5441455,Tempe,AZ,85287-1412,United States,one,73378,Public Institution
position25,0,0,0,0,0,32240,Man,FALSE,Caucasian,1,1,58,FALSE,FALSE,Bachelor's Degree,14,4,2,330,0,5441455,Tempe,AZ,85287-1412,United States,one,73378,Public Institution
position1,4,1,0,325,30,109000,Woman,FALSE,Caucasian,4,25,45,FALSE,FALSE,Master's Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position3,12,0,0,140,0,72000,Woman,FALSE,Caucasian,1,15,39,FALSE,FALSE,Master's Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position3,7,0,0,160,0,69000,Man,FALSE,Caucasian,2,10,36,FALSE,FALSE,Master's Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position13,2,0,0,12,0,57000,Woman,FALSE,Caucasian,4,6,57,FALSE,FALSE,Bachelor's Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position10,0,4,0,8,0,70000,Man,TRUE,Caucasian,18,18,63,FALSE,FALSE,Bachelor's Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position11,4,0,0,20,0,48000,Man,FALSE,Caucasian,1,6,30,FALSE,FALSE,Master's Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position9,1,0,0,40,0,54000,Man,FALSE,African American,24,24,54,FALSE,FALSE,Bachelor's Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position6,2,0,0,30,25,45000,Woman,FALSE,Caucasian,3,15,42,FALSE,FALSE,Master's Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position20,1,0,0,50,0,45000,Man,FALSE,Caucasian,3,4,32,FALSE,FALSE,Master's Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position11,0,0,0,15,0,34000,Man,FALSE,Caucasian,3,3,33,FALSE,FALSE,Master's Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position11,0,0,0,15,0,34000,Woman,FALSE,Caucasian,1,1,24,FALSE,FALSE,Master's Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position22,0,0,0,0,0,36000,Man,FALSE,Caucasian,1,1,28,FALSE,FALSE,Bachelor's Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position24,0,0,0,0,0,42000,Woman,FALSE,Caucasian,2,2,50,FALSE,FALSE,Master's Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position9,0,0,0,40,0,33000,Man,FALSE,Caucasian,1,1,26,FALSE,FALSE,Master's Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position6,0,0,0,30,25,34000,Woman,FALSE,Caucasian,1,1,26,FALSE,FALSE,Master's Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position16,0,0,0,40,0,33000,Woman,FALSE,Caucasian,1,1,25,FALSE,FALSE,Master's Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position20,0,0,0,20,0,34000,Woman,FALSE,Caucasian,2,2,28,FALSE,FALSE,Master's Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position15,0,2,0,30,0,46000,Man,FALSE,Hispanic,4,4,62,FALSE,FALSE,No College Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position15,0,0,0,0,0,30000,Man,FALSE,Caucasian,3,3,54,FALSE,FALSE,No College Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position15,0,0,0,0,0,30000,Man,FALSE,Caucasian,8,8,45,FALSE,FALSE,No College Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position21,0,0,0,50,0,34000,Woman,FALSE,Caucasian,2,2,28,FALSE,FALSE,Master's Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position17,0,0,0,40,5,33000,Woman,FALSE,Caucasian,1,1,25,FALSE,FALSE,Master's Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position4,1,0,0,40,0,47000,Woman,FALSE,Caucasian,1,1,44,FALSE,FALSE,Master's Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position4,0,0,0,40,0,33000,Woman,FALSE,Caucasian,1,1,28,FALSE,FALSE,Bachelor's Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position22,0,0,0,6,0,35000,Woman,FALSE,Caucasian,1,6,30,FALSE,FALSE,Master's Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position10,3,0,0,8,0,36000,Woman,FALSE,Caucasian,2,2,33,FALSE,FALSE,Master's Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position10,0,0,0,0,0,36000,Woman,FALSE,Caucasian,1,1,48,FALSE,FALSE,Bachelor's Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position10,0,0,0,0,0,30000,Man,FALSE,Caucasian,2,2,48,FALSE,FALSE,No College Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position10,0,0,0,0,0,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position10,0,0,0,0,0,32000,Woman,FALSE,Caucasian,2,2,34,FALSE,FALSE,Bachelor's Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position5,0,0,0,6,0,47000,Woman,FALSE,Caucasian,3,3,46,FALSE,FALSE,Master's Degree,24,7,0,325,30,8700000,Tucson,AZ,85721,United States,one,40223,Public Institution
position1,18,0,0,12,0,97095,Man,FALSE,Caucasian,5,11,34,FALSE,TRUE,Master's Degree,13,6,7,434,4,2182694,Fayetteville,AR,72701,United States,one,24537,Public Institution
position3,5,0,5,0,0,62500,Woman,FALSE,Caucasian,1,12,35,TRUE,FALSE,Master's Degree,13,6,7,434,4,2182694,Fayetteville,AR,72701,United States,one,24537,Public Institution
position9,0,0,2,125,0,57895,Man,FALSE,Caucasian,25,27,52,FALSE,FALSE,Master's Degree,13,6,7,434,4,2182694,Fayetteville,AR,72701,United States,one,24537,Public Institution
position15,0,0,1,50,0,51976,Woman,FALSE,Native American,3,5,27,FALSE,FALSE,Master's Degree,13,6,7,434,4,2182694,Fayetteville,AR,72701,United States,one,24537,Public Institution
position15,0,0,0,80,0,35903,Man,FALSE,Caucasian,4,5,27,FALSE,FALSE,Master's Degree,13,6,7,434,4,2182694,Fayetteville,AR,72701,United States,one,24537,Public Institution
position15,0,0,0,30,0,NA,Woman,FALSE,Caucasian,6,7,30,FALSE,FALSE,Master's Degree,13,6,7,434,4,2182694,Fayetteville,AR,72701,United States,one,24537,Public Institution
position6,0,0,1,50,0,39496,Woman,FALSE,Caucasian,2,2,42,FALSE,FALSE,Bachelor's Degree,13,6,7,434,4,2182694,Fayetteville,AR,72701,United States,one,24537,Public Institution
position20,1,0,1,20,0,49000,Man,FALSE,Caucasian,1,5,33,FALSE,FALSE,Doctoral,13,6,7,434,4,2182694,Fayetteville,AR,72701,United States,one,24537,Public Institution
position11,0,0,1,2,0,48101,Woman,FALSE,Caucasian,4,4,27,FALSE,FALSE,Master's Degree,13,6,7,434,4,2182694,Fayetteville,AR,72701,United States,one,24537,Public Institution
position18,0,0,0,10,3,50449,Woman,FALSE,Caucasian,2,15,36,FALSE,FALSE,Doctoral,13,6,7,434,4,2182694,Fayetteville,AR,72701,United States,one,24537,Public Institution
position5,0,0,1,3,0,43649,Woman,FALSE,Caucasian,4,4,29,FALSE,FALSE,Bachelor's Degree,13,6,7,434,4,2182694,Fayetteville,AR,72701,United States,one,24537,Public Institution
position20,0,0,0,20,0,38817,Man,FALSE,Caucasian,3,8,27,FALSE,FALSE,Master's Degree,13,6,7,434,4,2182694,Fayetteville,AR,72701,United States,one,24537,Public Institution
position4,0,0,0,15,0,31640,Man,FALSE,Caucasian,5,8,29,FALSE,FALSE,Bachelor's Degree,13,6,7,434,4,2182694,Fayetteville,AR,72701,United States,one,24537,Public Institution
position10,1,0,0,0,0,39644,Woman,FALSE,Caucasian,5,8,54,FALSE,FALSE,Bachelor's Degree,13,6,7,434,4,2182694,Fayetteville,AR,72701,United States,one,24537,Public Institution
position14,0,0,0,1,0,39500,Man,FALSE,Caucasian,1,1,29,FALSE,FALSE,Bachelor's Degree,13,6,7,434,4,2182694,Fayetteville,AR,72701,United States,one,24537,Public Institution
position10,0,0,0,0,1,41686,Woman,FALSE,Caucasian,12,12,52,FALSE,FALSE,Bachelor's Degree,13,6,7,434,4,2182694,Fayetteville,AR,72701,United States,one,24537,Public Institution
position17,0,0,0,15,0,27879,Woman,FALSE,Caucasian,4,4,55,FALSE,FALSE,No College Degree,13,6,7,434,4,2182694,Fayetteville,AR,72701,United States,one,24537,Public Institution
position10,0,0,0,1,0,25521,Man,FALSE,Caucasian,2,2,30,FALSE,FALSE,Bachelor's Degree,13,6,7,434,4,2182694,Fayetteville,AR,72701,United States,one,24537,Public Institution
position1,2,0,5,100,1,62000,Woman,FALSE,Caucasian,1,11,30,FALSE,TRUE,Master's Degree,3,0,5,100,1,682200,Savannah,GA,31419,United States,one,7439,Public Institution
position15,0,0,2,35,0,38000,Man,FALSE,Caucasian,2,2,40,FALSE,FALSE,Master's Degree,3,0,5,100,1,682200,Savannah,GA,31419,United States,one,7439,Public Institution
position9,0,0,2,35,0,39000,Man,FALSE,Caucasian,1,7,28,FALSE,FALSE,Master's Degree,3,0,5,100,1,682200,Savannah,GA,31419,United States,one,7439,Public Institution
position1,2,0,0,150,0,51250,Man,FALSE,Caucasian,1,3,27,FALSE,FALSE,Master's Degree,3,0,0,115,0,85000,Worcester,MA,01609-1296,United States,one,2813,Private Institution
position9,0,0,0,25,0,35000,Man,FALSE,Caucasian,0,0,29,FALSE,FALSE,Bachelor's Degree,3,0,0,115,0,85000,Worcester,MA,01609-1296,United States,one,2813,Private Institution
position11,0,0,0,50,0,35000,Woman,FALSE,Caucasian,0,0,33,FALSE,FALSE,Bachelor's Degree,3,0,0,115,0,85000,Worcester,MA,01609-1296,United States,one,2813,Private Institution
position1,1,0,1,120,3,54000,Man,FALSE,Caucasian,26,26,52,FALSE,FALSE,Master's Degree,2,0,0,120,3,750000,Sioux Falls,SD,57197,United States,one,1839,Private Institution
position9,0,0,0,30,0,27000,Man,FALSE,Caucasian,1,3,26,FALSE,FALSE,Master's Degree,2,0,0,120,3,750000,Sioux Falls,SD,57197,United States,one,1839,Private Institution
position1,6,1,4,0,0,60000,Man,FALSE,African American,12,20,45,FALSE,FALSE,Master's Degree,6,1,4,100,10,1500000,Clarksville,TN,37044,United States,one,10597,Public Institution
position3,2,0,0,25,3,43000,Man,FALSE,Caucasian,2,10,35,FALSE,FALSE,Master's Degree,6,1,4,100,10,1500000,Clarksville,TN,37044,United States,one,10597,Public Institution
position22,1,2,1,40,2,37500,Woman,FALSE,Caucasian,1,1,28,FALSE,FALSE,Master's Degree,6,1,4,100,10,1500000,Clarksville,TN,37044,United States,one,10597,Public Institution
position12,0,0,1,40,10,37500,Woman,FALSE,Caucasian,6,6,27,FALSE,FALSE,Master's Degree,6,1,4,100,10,1500000,Clarksville,TN,37044,United States,one,10597,Public Institution
position9,0,0,2,40,0,35000,Man,FALSE,Caucasian,5,5,28,FALSE,FALSE,Master's Degree,6,1,4,100,10,1500000,Clarksville,TN,37044,United States,one,10597,Public Institution
position15,0,0,1,20,2,35000,Woman,FALSE,African American,2,2,28,FALSE,FALSE,Master's Degree,6,1,4,100,10,1500000,Clarksville,TN,37044,United States,one,10597,Public Institution
position22,0,0,0,2,0,27500,Woman,FALSE,African American,10,10,55,FALSE,FALSE,Master's Degree,6,1,4,100,10,1500000,Clarksville,TN,37044,United States,one,10597,Public Institution
position15,1,2,1,10,2,60000,Man,FALSE,Caucasian,15,15,63,FALSE,FALSE,Master's Degree,12,3,8,220,5,2414000,Waco,TX,76798-7100,United States,one,15364,Private Institution
position11,1,0,5,12,0,59000,Man,FALSE,Caucasian,15,15,51,FALSE,FALSE,Master's Degree,12,3,8,220,5,2414000,Waco,TX,76798-7100,United States,one,15364,Private Institution
position6,1,0,2,60,0,60000,Woman,FALSE,Asian American,15,15,53,FALSE,FALSE,Master's Degree,12,3,8,220,5,2414000,Waco,TX,76798-7100,United States,one,15364,Private Institution
position10,1,0,1,5,0,50000,Man,FALSE,Caucasian,0,0,42,FALSE,FALSE,Master's Degree,12,3,8,220,5,2414000,Waco,TX,76798-7100,United States,one,15364,Private Institution
position9,1,0,2,80,0,54000,Man,FALSE,African American,7,7,40,FALSE,FALSE,Master's Degree,12,3,8,220,5,2414000,Waco,TX,76798-7100,United States,one,15364,Private Institution
position20,1,0,3,40,0,58000,Man,FALSE,Caucasian,4,6,32,FALSE,FALSE,Master's Degree,12,3,8,220,5,2414000,Waco,TX,76798-7100,United States,one,15364,Private Institution
position4,0,0,0,5,0,42000,Man,FALSE,Caucasian,17,17,48,FALSE,FALSE,Bachelor's Degree,12,3,8,220,5,2414000,Waco,TX,76798-7100,United States,one,15364,Private Institution
position27,0,0,3,45,0,41000,Man,FALSE,Caucasian,0,4,32,FALSE,FALSE,Master's Degree,12,3,8,220,5,2414000,Waco,TX,76798-7100,United States,one,15364,Private Institution
position6,0,0,1,40,0,39000,Man,FALSE,Caucasian,5,5,30,FALSE,FALSE,Master's Degree,12,3,8,220,5,2414000,Waco,TX,76798-7100,United States,one,15364,Private Institution
position21,0,0,3,50,3,42000,Woman,FALSE,Caucasian,12,15,34,FALSE,FALSE,Master's Degree,12,3,8,220,5,2414000,Waco,TX,76798-7100,United States,one,15364,Private Institution
position9,0,0,2,80,0,40000,Woman,FALSE,Caucasian,0,5,25,FALSE,FALSE,Master's Degree,12,3,8,220,5,2414000,Waco,TX,76798-7100,United States,one,15364,Private Institution
position1,11,3,10,220,0,82000,Woman,FALSE,Caucasian,16,16,52,FALSE,FALSE,Doctoral,12,3,8,220,5,2414000,Waco,TX,76798-7100,United States,one,15364,Private Institution
position1,3,1,2,130,12,80000,Man,FALSE,Caucasian,0,0,40,FALSE,FALSE,Doctoral,10,5,2,130,12,2500000,Boise,ID,83725-1711,United States,one,22344,Public Institution
position2,4,0,1,80,12,67000,Woman,FALSE,Caucasian,0,16,45,FALSE,FALSE,Master's Degree,10,5,2,130,12,2500000,Boise,ID,83725-1711,United States,one,22344,Public Institution
position15,1,4,1,50,0,47000,Man,FALSE,Other,1,1,35,FALSE,FALSE,Bachelor's Degree,10,5,2,130,12,2500000,Boise,ID,83725-1711,United States,one,22344,Public Institution
position20,1,0,0,25,0,47000,Man,FALSE,Caucasian,1,8,45,FALSE,FALSE,Master's Degree,10,5,2,130,12,2500000,Boise,ID,83725-1711,United States,one,22344,Public Institution
position11,0,0,1,15,0,45500,Man,FALSE,Caucasian,1,6,31,FALSE,FALSE,Master's Degree,10,5,2,130,12,2500000,Boise,ID,83725-1711,United States,one,22344,Public Institution
position15,0,0,0,50,0,34500,Woman,FALSE,Caucasian,1,1,24,FALSE,FALSE,Bachelor's Degree,10,5,2,130,12,2500000,Boise,ID,83725-1711,United States,one,22344,Public Institution
position20,0,0,0,15,0,35500,Woman,FALSE,Caucasian,3,4,27,FALSE,FALSE,Bachelor's Degree,10,5,2,130,12,2500000,Boise,ID,83725-1711,United States,one,22344,Public Institution
position6,0,0,0,15,11,34500,Woman,FALSE,Caucasian,1,1,25,FALSE,FALSE,Bachelor's Degree,10,5,2,130,12,2500000,Boise,ID,83725-1711,United States,one,22344,Public Institution
position4,0,0,0,25,0,35000,Woman,FALSE,Caucasian,2,2,25,FALSE,FALSE,Bachelor's Degree,10,5,2,130,12,2500000,Boise,ID,83725-1711,United States,one,22344,Public Institution
position10,0,0,0,1,1,41500,Woman,FALSE,Caucasian,10,10,55,FALSE,FALSE,No College Degree,10,5,2,130,12,2500000,Boise,ID,83725-1711,United States,one,22344,Public Institution
position1,5,3,0,200,25,61500,Man,FALSE,Caucasian,9,12,39,FALSE,FALSE,Master's Degree,6,1,0,200,25,403000,Indianapolis,IN,46208,United States,one,4712,Private Institution
position27,0,0,0,20,5,42500,Woman,FALSE,Caucasian,15,15,50,FALSE,FALSE,Bachelor's Degree,6,1,0,200,25,403000,Indianapolis,IN,46208,United States,one,4712,Private Institution
position9,0,0,0,25,0,40500,Man,FALSE,Caucasian,5,7,29,FALSE,FALSE,Master's Degree,6,1,0,200,25,403000,Indianapolis,IN,46208,United States,one,4712,Private Institution
position6,0,0,0,40,10,38000,Woman,FALSE,Caucasian,4,4,32,FALSE,FALSE,Master's Degree,6,1,0,200,25,403000,Indianapolis,IN,46208,United States,one,4712,Private Institution
position3,1,0,1,50,1,43500,Man,FALSE,Caucasian,8,12,37,FALSE,FALSE,Master's Degree,6,1,0,200,25,403000,Indianapolis,IN,46208,United States,one,4712,Private Institution
position4,0,0,0,30,2,41000,Woman,FALSE,Caucasian,6,8,35,FALSE,TRUE,Master's Degree,6,1,0,200,25,403000,Indianapolis,IN,46208,United States,one,4712,Private Institution
position10,0,0,0,1,0,37000,Woman,FALSE,African American,8,8,64,FALSE,FALSE,Associate's Degree,6,1,0,200,25,403000,Indianapolis,IN,46208,United States,one,4712,Private Institution
position1,4,1,0,96,4,78000,Woman,FALSE,Caucasian,1,11,42,TRUE,FALSE,Master's Degree,5,1,0,0,4,5300000,Hayward,CA,94542,United States,one,13851,Public Institution
position15,0,1,0,18,0,62600,Man,FALSE,Other,10,1,35,FALSE,FALSE,No College Degree,5,1,0,0,4,5300000,Hayward,CA,94542,United States,one,13851,Public Institution
position17,0,0,0,18,1,55300,Woman,FALSE,African American,16,1,48,FALSE,FALSE,No College Degree,5,1,0,0,4,5300000,Hayward,CA,94542,United States,one,13851,Public Institution
position9,0,0,0,40,0,54000,Man,FALSE,Caucasian,2,2,27,FALSE,FALSE,Master's Degree,5,1,0,0,4,5300000,Hayward,CA,94542,United States,one,13851,Public Institution
position6,0,0,0,18,3,46000,Man,FALSE,Caucasian,0,2,30,FALSE,FALSE,Bachelor's Degree,5,1,0,0,4,5300000,Hayward,CA,94542,United States,one,13851,Public Institution
